post_id,username,created_at,comment_text
gI6Dwtk77Ls,@waynemcdaniel7405,2026-02-07T04:12:36Z,It’s a racist deflect from The Ep’Files.
gI6Dwtk77Ls,@koffeeconversations,2026-02-06T17:41:46Z,Where's Candace Owens and Nikki Minaj on this?
gI6Dwtk77Ls,@cheezybred,2026-02-06T17:26:34Z,Any other decent president would have been removed at any of a hundred points already.
3JLSgqYGTqQ,@Pamela-pi1nm,2026-02-07T07:28:14Z,Praying for your mom 🙏🙏❤❤❤
3JLSgqYGTqQ,@sunshineBernie,2026-02-07T05:40:20Z,Continue praying for Mrs. Guthrie safe return 🙏 ❤🫂
3JLSgqYGTqQ,@sandymenzies9220,2026-02-07T05:26:03Z,"Forget apologizing, GET HIM OUT OF THERE> What is wrong with this goofball. Don’t dare believe that someone else did it!!"
3JLSgqYGTqQ,@Detroit100,2026-02-07T09:13:49Z,GROCERY PRICES ARE RIDICULOUSLY HIGH ✅
3JLSgqYGTqQ,@duanesherry,2026-02-07T05:18:59Z,Being a malignant narcissist means never having to say you're sorry.
3JLSgqYGTqQ,@jorgesanchez1095,2026-02-07T04:30:36Z,Hope you find your mom we pray. I have watched today show for more than 40 years.
3JLSgqYGTqQ,@Hongi2156,2026-02-07T07:11:51Z,It needs to be public hearing not a closed door
3JLSgqYGTqQ,@rhut579,2026-02-07T03:23:54Z,"If any one of us posted a video, like the one Trump posted, we would all be fired from our jobs!"
3JLSgqYGTqQ,@Kh20-z3l,2026-02-07T06:36:18Z,"Always the same excuse,”I didn’t see it” or “I didn’t watch it”"
3JLSgqYGTqQ,@jessicaphelps6715,2026-02-07T05:45:13Z,Savannah and her family are in our thoughts and prayers above all. Just heartbreaking news.
FtM9ljicQm0,@MDSuman-c1t,2026-02-08T17:09:03Z,মানুষের ভাগ্য পরিবর্তন করার আপনি কে তারেক জিয়া সাহেব নাযুবিল্লাহ
FtM9ljicQm0,@JahangirAlam-v8i,2026-02-08T17:15:02Z,আজ যদি নির্বাচিত না হয় তাহলে কি লন্ডন পালাবে সেটা জিজ্ঞাসা করবেন জনগণে।
FtM9ljicQm0,@OmanOman-x3j,2026-02-08T17:31:43Z,❤❤ দাঁড়িপাল্লা হবে বিজয় ইনশাআল্লাহ
FtM9ljicQm0,@mdasadullah1164,2026-02-08T17:28:06Z,জামায়াত জিন্দাবাদ ❤❤
FtM9ljicQm0,@MDALAMINAHMED-t6y,2026-02-08T17:29:42Z,"দাঁড়িপাল্লায় ভোট দেন 
দেশের শান্তি ফিরিয়ে আন নেন"
FtM9ljicQm0,@MdShahadatHosenR,2026-02-08T17:27:46Z,ইনশাল্লাহ দাড়িপাল্লা
FtM9ljicQm0,@greenparadise2783,2026-02-08T18:02:41Z,আল্লাহ পাক যদি জান্নাতের মালিক হয়। তাহলে ভাগ্য পরিবর্তনের মালিকও আল্লাহ পাক।
FtM9ljicQm0,@mashiurrahman7567,2026-02-08T17:27:57Z,তারেক দেশ চালাতে পারবে না।
FtM9ljicQm0,@AzarAli-q3l,2026-02-08T17:24:52Z,ইনশাআল্লাহ দাঁড়িপাল্লা।
FtM9ljicQm0,@NizamUddin-z8p,2026-02-08T17:26:55Z,ইনশাআল্লাহ জামাত
BXlTuaaKdM0,@adrianwamira1672,2026-02-07T20:43:32Z,They travel in Choppers while their Voters walk in the Mud. No sympathy for the LOOTERS of Public Resources🥱🥱😭😭🇬🇧
BXlTuaaKdM0,@NicholusChepkwony,2026-02-07T19:19:48Z,Awa wakina sudi wakenya wameamua ni wantam na wanatembea na pesa ya wakenya
BXlTuaaKdM0,@joyluyegu2305,2026-02-07T19:41:55Z,God is watching 🙏
BXlTuaaKdM0,@NicholusChepkwony,2026-02-07T19:18:02Z,Enyewe munajulisha wakenya ukweli awa ni wawizi
HN4ZT6XJvDA,@LeighBittle-dt6zh,2026-02-05T23:15:21Z,What is the point of this fake crap?
HN4ZT6XJvDA,@roxaneadams6723,2026-02-06T00:02:23Z,Why  such an intimate thing in such a setting
HN4ZT6XJvDA,@Amy-dr4bd,2026-02-05T21:55:28Z,😢😢😢😢😢😢😢😢😢😢😢😢😢😢
HN4ZT6XJvDA,@deborahdoll4111,2026-02-06T18:00:29Z,These videos are ruining YouTube and adverts are the reason I stopped watching TV. With AI it’s all going to be lying crap.
1mg1_dXx690,@balu4578,2026-02-06T07:29:46Z,Why decreasing 😲😲
MxnfygZSoMo,@PrudencioHipolito,2026-02-08T01:03:14Z,Magnanakaw halos lahat HATI HATI KC Sila Wala man Lang nakukulong
MxnfygZSoMo,@josedimaano5538,2026-02-08T02:55:53Z,"ang may kasalanan ay ang nag approve ng confedential fund para kay Vp. confedential yan kaya sekreto. hindi matatanong,"
MxnfygZSoMo,@adampammol1161,2026-02-08T09:40:02Z,Poor people in the Philippines continue to suffer due to thieving politicians 👿
MxnfygZSoMo,@lovelybelleantonio7975,2026-02-08T15:44:14Z,Culture shock?
MxnfygZSoMo,@princessmastura2274,2026-02-08T15:23:18Z,yung hangad lang naman ng family duterte ay gumanda ang pilipinas gaya ng Davao pero wala ng pag asang mabago pa ang pilipinas kung lahat ng nakaupo magnanakaw
MxnfygZSoMo,@leorobig75,2026-02-07T16:33:01Z,bullshit the goverment in phillipine also the president is pusher
MxnfygZSoMo,@NoelAbellaneda,2026-02-07T23:19:28Z,"Karamihan kc dyn mga administration ni bbm bkit Puro impeachment ang pinag usapan dapat ang imbestigahan nila lagi ung FLOOD CONTROL, only the Philippines the politics ay bulog ang sestima...maraming magnanakaw sa gobyerno sa pilipinas bkit laging duterte ang laging imbestigahan o Bkit laging pinag usapan... samantalang ang daming kawatan sa gobyerno katulad sa flood control projects"
MxnfygZSoMo,@EduardoLenchico,2026-02-07T21:55:49Z,Puro duterte na Lang pinag iinitan  mula Maupo Marcos bakit Dami kumurakot Sa pera Ng bayan trillion WALA mangyayari Sa pilipinas
MxnfygZSoMo,@adampammol1161,2026-02-08T09:44:29Z,Sec Rex making empty promises to help. Watch. Nothing will be done 🤬🤬🤬🤬
JThACTpg2yM,@amranhossain8106,2026-02-08T15:09:28Z,দুনীতি মুক্ত বাংলা দেশ চাই নিরপেক্ষ নির্বাচন চাই ধন্যবাদ রিপোটার কে 🎉🎉🎉
JThACTpg2yM,@MohammedJashim-tv4ty,2026-02-08T15:37:28Z,সাবাস তারেক জিয়া জিন্দাবাদ জিতবে এবার ধানের শীষ ইনশাআল্লাহ।
JThACTpg2yM,@mmorseda-bj5gh,2026-02-08T14:22:44Z,আইন জিবীরা সব দল বিএমপির টান টানে মিডিয়া আলারা বিএমপির টান টানে তবে কি করে সুস্ঠো নিরবাচন হবে কি করে ৩০ মিনিট খবর পরলে ৫ মিনিট পরে জামাতের খবর পরে এর কারন কি দূরনিতি  তো এখন নি চলে
JThACTpg2yM,@JahangirAlom-hk4vw,2026-02-08T13:33:59Z,"আমার মনে হয় না 
বিএনপি কোনদিনও দুর্নীতি বন্ধ করতে পারবে"
JThACTpg2yM,@humayunkabir3147,2026-02-08T13:21:13Z,ডক্টর শফিকুর রহমানকে এই দেশের মানুষকে তিনবার লাল কার্ড দেখাইছে
JThACTpg2yM,@MdRuhulamin-rk1sf,2026-02-08T14:40:29Z,অসম্ভব দুর্নীতিবাজ কখনো দুর্নীতি বন্ধ করতে পারেনা ।
JThACTpg2yM,@hasibabedin1012,2026-02-08T15:10:24Z,ইনশাহআল্লাহ জামাত জিতব
JThACTpg2yM,@Azizullslam-w8k,2026-02-08T14:03:51Z,জয়বাংলা জয় বঙ্গবন্ধু জয় বাংলাদেশ আওয়ামী লীগ শেখ হাসিনা সরকার বারবার দরকার শেখ হাসিনার আগমন শুভেচ্ছা স্বাগতম জয় বঙ্গবন্ধু ❤
JThACTpg2yM,@NurIslam-g3z8e,2026-02-08T14:21:40Z,বিএনপির বিজয় হবে ইনশাআল্লাহ
JThACTpg2yM,@mdshajamanshrder9920,2026-02-08T13:26:01Z,আসসালামু আলাইকুম বাংলা ভীষণ সাংবাদিকদের জানাচ্ছি যে প্রত্যেকটা সংবাদের খাম্বা তারেকের সংবাদ আগে দেওয়া হয় কেন আপনারা কি বাজেটে খেয়েছেন ওর
DHXe9-3OWUE,@lauriehancock1005,2026-02-06T14:23:58Z,It should be illegal for a President to sue the government while they're in office.
DHXe9-3OWUE,@EspañaNoticiasHoy1,2026-02-06T19:53:48Z,things rarely stop at this point
DHXe9-3OWUE,@MarvinBrown-j8j,2026-02-06T14:28:18Z,This is Elder Abuse!! Donald's kids should get him the help he needs. So. Sad watching his mental decline.
DHXe9-3OWUE,@JimmyHendricks-pu9lg,2026-02-06T14:42:06Z,"Shut the President's private army and concentration camps down. They have killed and injured too many Americans and jailed and hurt too many children under the pretext of the ""Worst of the worst'"" And now he's suing American taxpayers."
DHXe9-3OWUE,@AuthorEllenAnthony,2026-02-06T19:40:40Z,The discombotulator is an EM pulse.  He described it perfectly.
DHXe9-3OWUE,@soslow4109,2026-02-07T14:01:34Z,"This home invasion  sounds fishy  to me.
I think America  will be shocked when they get to the bottom of all this."
DHXe9-3OWUE,@pfrydog,2026-02-06T22:41:23Z,"""We believe she's still out there""says absolutely nothing."
DHXe9-3OWUE,@E41-e3w,2026-02-06T22:48:03Z,Why use 10b on that?…“You give it away anyway”🤣🤣🤣🤣🤣🤯🤣
DHXe9-3OWUE,@abrahamlewis7738,2026-02-06T18:44:31Z,"They are releasing extensive details to the public about the kidnapped victim, yet withholding the information that actually matters. They have not disclosed the type of life-saving medication she requires—information that could allow the kidnappers to provide it if they chose to. In addition, they are telling the kidnappers to “reach out to us” without providing any concrete contact information. That is meaningless; kidnappers are not going to call the police and ask them to relay a message to the victim’s family."
DHXe9-3OWUE,@brandondellangelo4819,2026-02-06T21:35:14Z,Has anyone looked at the family?
UoMXywGS8jQ,@AbdulKuddus-o1b,2026-02-08T16:19:02Z,তাৱেক ৱহমান আপনার নেতাদের সমলাতে পাৱছেনা নিৱাপদ দিবেন কি ভাবে।
UoMXywGS8jQ,@স্বপ্নেরছোঁয়া-দ৮ঙ,2026-02-08T19:28:19Z,#প্রিয় দেশবাসী  ১২ তারিক যোগ্য ব্যক্তি থেকে  ভোট দিবেন  #ইনশাআল্লাহ
UoMXywGS8jQ,@SheikhMahmud-j1n,2026-02-08T15:50:03Z,বি এন পি যে সন্ত্রাসী শুরু করছে
UoMXywGS8jQ,@smrunedahmed,2026-02-08T16:24:36Z,আমরা সাধারণ মানুষ সটিক নির্বাচন দেখতে চাই
UoMXywGS8jQ,@Dinlslam-x4u,2026-02-08T16:30:20Z,হাবুটেই দিব ইনশাল্লাহ
UoMXywGS8jQ,@lipialam7532,2026-02-08T19:28:42Z,"চাদাবাজ মুক্ত ১১ দলকে জনগন ভোট দিয়া সরকার গঠন করবে ইনশাল্লাহ্। যে দলের লোকদের চাদাবাজি বন্দ করতে পারেনা, সে দল কি করে দেশ পরিচালনা করবে।"
UoMXywGS8jQ,@AbdulJabbar-jt5ik,2026-02-08T17:11:31Z,যেসব মহিলারা আমির সাবের ব্যাপারে কথা বলছে একজনের মাথাও কাপড় নাই তারা কিভাবে অন্যদেরকে ভালো উপদেশ দিবে
UoMXywGS8jQ,@MDMUKUL-i6x,2026-02-08T17:41:19Z,বি এন পি গেলে আরও দূর্নীতি বাড়বে ১০০ %
UoMXywGS8jQ,@MdMehedi696-h5v,2026-02-08T18:57:53Z,"Vaiya apni ki bolen amadee goriber kot Taka adai korchen ,,,akhon valo sajen ,,,hate ghorilakh taka arni apnar Takar hisabden 15 mas ser"
UoMXywGS8jQ,@yousufAli-b9n5h,2026-02-08T16:41:49Z,বিএনপি ১২ তারিক পযন্ত চাঁদাবাজি বন্ধ রেখেছে তীব্র নিন্দা জানাচ্ছি বিএনপির প্রতি এরা ক্ষমতা গেলে কি হবে? জনগণ এদের বয়কট করুন দেশ কে মানুষ কে বাঁচতে দিন।
07oc7JI9Hq8,@anthonyegbo6586,2026-02-05T13:56:54Z,What do you expect when the whole security agencies in Nigeria are allegedly infiltrated by pardoned and reabsorbed terrorists.
07oc7JI9Hq8,@ifeanyivictor9852,2026-02-05T19:23:22Z,Welcome to Nigeria where Government are very swift and thorough to prevent coup plots but not terrorist attacks. I weep
07oc7JI9Hq8,@Joseph-s3o3o,2026-02-06T07:51:17Z,"Our security forces  has been long compromised,  Nigeria is in a very big mess."
07oc7JI9Hq8,@christianpatrick8460,2026-02-05T13:43:55Z,"Rufia is always truthful and bold 
God bless you brother ❤"
07oc7JI9Hq8,@kayodeolubajo1404,2026-02-05T14:13:12Z,"Believe that government is on top of security at your own peril! Animals are not killed the way Nigerians are been killed.  We need to hold our leaders accountable, but in Nigeria reverse is the case.  It is business as usual.  The question is whose next?"
07oc7JI9Hq8,@chrislite9804,2026-02-05T14:05:13Z,Divide this country. This country is collapsing on its own weight
07oc7JI9Hq8,@sarahmountain9574,2026-02-05T17:25:33Z,People are dying needlessly God make a show of shame of security agent in complicity with this blood sucking demon terrorist 😢
07oc7JI9Hq8,@AbdulhakeemUsman-b6i,2026-02-06T00:27:51Z,It is obvious this government is indeed having everything to do with this fulani bandits
07oc7JI9Hq8,@Kolatayo-g6s7g,2026-02-05T13:58:26Z,"There has been milions of pounds budgeted over many years and the North has been in charge of the budget over the years. This is painful, very horrible"
07oc7JI9Hq8,@joyec-f2z,2026-02-05T14:08:24Z,"Nigeria is the only country  that call terrorists into their security agency to work for them, I'm sorry, this killing will keep on happening as long as Nigeria exists"
jffGxARlWxo,@MohdQasam-s3d,2026-02-08T10:32:44Z,Imran Khan love u ❣️
jffGxARlWxo,@infotainmentworldpak,2026-02-08T09:53:09Z,نون لیگ پیپلز پارٹی پلس اسٹیبلشمنٹ کا مشترکہ نیوز چینل اگر پاکستان میں کی گئی ہڑتال کے بارے میں کوئی بات نہیں کر رہا تو اس کا مطلب ہے کہ پاکستان میں ہڑتال کامیاب رہی اور پی ٹی ائی اپنے مقصد میں کامیاب رہی ہے
jffGxARlWxo,@fazalmaula6028,2026-02-08T09:48:25Z,😄 🤣 😂.
jffGxARlWxo,@AliKhan-vh6yf,2026-02-08T09:52:46Z,بسنت والے مرادآباد
jffGxARlWxo,@majidrajpoot4427,2026-02-08T09:25:10Z,Hahahahah icc ka cherman .. Kon hea wasy wo be aagya pak m ..  hahahha
jffGxARlWxo,@Ehsanullah4737,2026-02-08T11:15:04Z,Basant ke haq me kon kon hai ?
jffGxARlWxo,@ranashaukatali-c6b,2026-02-08T09:29:57Z,Pmln zindabad
jffGxARlWxo,@AmirHashmi-nu5rc,2026-02-08T09:40:21Z,مریم نواز زندہ باد پاکستان پائندہ باد
nMpcM7I3fGI,@annm4833,2026-02-07T13:41:41Z,"Good on you. I've been having ""no news weekends"" lately because I need a break. It helps."
nMpcM7I3fGI,@knowledgesimjess,2026-02-07T13:04:56Z,That is very healthy. Thank you for inspiring me.
nMpcM7I3fGI,@revanamessengeramongmany,2026-02-07T13:27:28Z,"We always referred to that as a ""metal health day"" .. self care is required. ❤"
nMpcM7I3fGI,@gwendolenyoung4198,2026-02-07T13:43:13Z,best thing we can do is take regular days off
nMpcM7I3fGI,@lindamcgivern9851,2026-02-07T13:28:02Z,We support you in that.
nMpcM7I3fGI,@greenman7062,2026-02-07T13:17:48Z,Do what you need to do to keep going for the long term.
nMpcM7I3fGI,@rosemarieblossoms,2026-02-07T15:09:51Z,"I do that every so often,too❤️"
nMpcM7I3fGI,@dossnone4554,2026-02-07T13:13:16Z,Good. Well done you.
nMpcM7I3fGI,@tawndaniel9171,2026-02-07T14:42:52Z,Thank you for saying that out loud. 💜
nMpcM7I3fGI,@JanetBush-o5o,2026-02-07T13:31:12Z,Good for you. I'm going to do that tomorrow.
FoyfTlxNyU4,@CNN,2026-01-31T02:02:26Z,"For live updates, visit https://cnn.it/4kbTJin"
FoyfTlxNyU4,@axeldejesusrivera9567,2026-02-01T00:08:54Z,"Breaking news, no one is arrested!"
FoyfTlxNyU4,@titopuente571,2026-01-31T19:59:52Z,"just because Epstein is dead, doesn't mean billionaires stopped raping children"
FoyfTlxNyU4,@kevin_m_doyle,2026-01-31T09:45:26Z,Microsoft have announced that they do not recall ever having met Bill Gates.
FoyfTlxNyU4,@EB-vc6ub,2026-02-01T04:29:37Z,If you have money the law doesn't apply.
FoyfTlxNyU4,@EricLarocque,2026-01-31T16:43:15Z,THE US GOVERNMENT IS ROTTEN TO THE CORE
FoyfTlxNyU4,@Whispurer,2026-01-31T02:30:29Z,What an embarrassing country
FoyfTlxNyU4,@jabeachdates853,2026-02-01T13:00:19Z,"if they are in the files, arrest them now, ask questions later. Thats what the government would do to us."
FoyfTlxNyU4,@Kaliani-u6c,2026-01-31T17:21:33Z,Imagine everything that wasn’t shared and never will be
FoyfTlxNyU4,@jamalmoto7611,2026-01-31T02:59:14Z,Their dirty money covers up their crimes.
V9fKCpgYXaY,@khanwh1,2026-02-07T21:55:49Z,Allah bless our brave and patriotic leader Imran Khan who is unlawfully jailed and been tortured.🙏🙏😢😢
V9fKCpgYXaY,@ShaheenAnsari-h6w,2026-02-08T12:48:04Z,Allah ne hamay hali hath dunia main baija hai aur hali hath dunia se jana hai
V9fKCpgYXaY,@arshort344,2026-02-07T16:21:16Z,That camel walk 😂😂
V9fKCpgYXaY,@shairjanmalik,2026-02-07T17:49:37Z,i love imran khan
V9fKCpgYXaY,@ShaheenAnsari-h6w,2026-02-08T12:46:37Z,Sab jan lay koi kise kay pass arab ho ya kharab hazar ho ya 100 rupe ho sab chor kar dunia se chlay jana hai
V9fKCpgYXaY,@MustafaBloch-g1h,2026-02-07T15:54:25Z,😮😮😮😮😮😮
V9fKCpgYXaY,@RaiUsman-d3u7o,2026-02-08T12:10:02Z,Pakistan winnn
V9fKCpgYXaY,@NasirLohar-d5t,2026-02-07T14:15:23Z,PIT Nh PTI
V9fKCpgYXaY,@ShaheenAnsari-h6w,2026-02-08T12:43:32Z,Pakistan main log paisay kay pichay bagtay hai
V9fKCpgYXaY,@ShanKazmi-p8k1b,2026-02-07T13:21:59Z,Aur marray bhi srah ahle tasheeh chalo phir basant bnd karo youme soug manao
JMBYL-xqzHI,@ArynewsTvofficial,2026-02-08T12:35:47Z,Subscribe to our channel and press the bell icon to keep yourself updated: http://bit.ly/3e0SwKP
JMBYL-xqzHI,@muhammadarsalan1844,2026-02-08T13:59:52Z,دہشتگرد جہاں بھی دھمکا کرتے ہیں وہ وہاں شناختی کارڈ ضرور لے کر جاتے ہیں 😅😅😅😅😅😅 بیوقوف بنانے کے لئے عوام کو صحیح طریقہ اختیار کیا ہوا ہے
JMBYL-xqzHI,@saminakhalid8330,2026-02-08T14:54:33Z,تم لوگوں کو اللہ کا خوف نہیں ڈرو برے وقت سے اور اللہ کی پکڑ سے
JMBYL-xqzHI,@ShukatKhan-w5m,2026-02-08T14:37:49Z,بیغیرت میڈیا صرف پتنگ بازی دیکھا رھا ھے اور کوئی خبر نہیں ھے
JMBYL-xqzHI,@GhulamIlyas-x3v,2026-02-08T14:17:43Z,1:53 انشاءاللہ یہ خوشی جلد ختم ھو جاے گی اور اللہ کا عذاب ان کو چاروں طرف سے گھیر لے گا اور ان کو کوئی بچانے والا نا ھو گا
JMBYL-xqzHI,@gulfamgulfam3068,2026-02-08T14:50:25Z,Stand 🧍‍♀️ with Bangladesh 🇧🇩 ❤
JMBYL-xqzHI,@rahimshah4674,2026-02-08T13:37:28Z,PM IMRAN KHAN ZINDABAD PAKISTAN PAINDABAD ❤❤❤❤❤❤❤❤❤❤
JMBYL-xqzHI,@Urdupoetrybook,2026-02-08T14:30:44Z,Boht pyari khabrain daty ap lannat asy tmam news channel s pe
JMBYL-xqzHI,@RaheemUllah-y8r5k,2026-02-08T14:05:52Z,"ARY ka mike hatane ka b marayam safdar ne kaha tha,"
JMBYL-xqzHI,@Rededit_67,2026-02-08T13:38:30Z,Imran khan zindabad hum rehai pe Khush hon ge
CjYZOEjJdqI,@Abbaskhan-gj1nh,2026-02-07T05:00:48Z,😂😂😂
SgB1tOwcnnY,@smsasf7065,2026-02-08T13:22:53Z,জারা কাজে জুগ না দেয় তাদের বাদ দিয়ে নতুন লুক নেওয়া হোক
SgB1tOwcnnY,@AnamulHaque-fg1lc,2026-02-08T14:59:48Z,Yes you are right Allah will help you amin ctg river port should be secured immediately
SgB1tOwcnnY,@rainabano1572,2026-02-08T17:16:35Z,KEEP AN EYE ON INDIA !!!!  BUSTERS  INDIA CAN DO ANYTHING !!!!  DO NOT TRUST ANYONE !!!  SUSPECT EVERYONE !!!  BE CAREFUL BANGLADESH !!!  GOOD LUCK !!!!
SgB1tOwcnnY,@Mizan46-o5w8w,2026-02-08T14:22:00Z,যারা কাজে যোগ দিবে না তাদেরকে বাদ দিয়ে নতুন লোক নিয়োগ দেওয়া হোক
SgB1tOwcnnY,@abulkalamazad8457,2026-02-08T13:22:11Z,খবর পড়া মানুষটা দেখে মনে হচ্ছে জামাত ক্ষমতায় চলে আসছে
SgB1tOwcnnY,@RMSWORLD-R,2026-02-08T13:27:27Z,Apuka valo dakhassa
SgB1tOwcnnY,@antorakhatunsahara-pj5pj,2026-02-08T13:02:46Z,eta ki gram gonjer khobor holo
SgB1tOwcnnY,@SurzoRoy-q3q,2026-02-08T15:21:46Z,❤
SgB1tOwcnnY,@shottershondhane28,2026-02-08T13:23:34Z,পে স্কেলের পক্ষে না বললে রাজনৈতিক দল বয়কট
SgB1tOwcnnY,@shottershondhane28,2026-02-08T13:23:10Z,পে স্কেলের গেজেট দেয়া হোক
hJL8k5Ef5_s,@AlesiaHendricks,2026-02-05T00:55:42Z,THANK YOU LORD...
hJL8k5Ef5_s,@IngramPetersJr-nr7rm,2026-02-04T23:23:23Z,Nice humanitarian gesture to give the homeless blankets. It cooooollld!
hJL8k5Ef5_s,@jojoyah_1236,2026-02-05T00:06:24Z,Jamiaica has really hit rock bottom with the homeless situation brought on by Melissa.
hJL8k5Ef5_s,@AnnmarieHylton-m4r,2026-02-05T03:02:52Z,"Nice gesture my peeps,for helping the homeless❤❤❤❤❤❤"
hJL8k5Ef5_s,@Goodheaetaf,2026-02-05T08:43:32Z,Big up black bud respect  ❤
hJL8k5Ef5_s,@KevornRutherford-o5o4d,2026-02-05T04:54:52Z,Dem too lie dem wicked
hJL8k5Ef5_s,@progamerdude712,2026-02-05T00:25:44Z,"ST ELIZABETH NEW YEAR REBUILDING COOKOUTS♥️🇯🇲 Lovers Leap, YS WaterFalls, Alligator Pond, Border and Treasure Beach. Come eat and drink with us Jamaica, everyday and night open."
hJL8k5Ef5_s,@janethowell2796,2026-02-04T23:37:50Z,This never look like flue from.december untill.januaery
hJL8k5Ef5_s,@IngramPetersJr-nr7rm,2026-02-04T23:20:29Z,JCF out here keeping up that unwanted email treatment of folks. Keep out of their way or get deleted.
hJL8k5Ef5_s,@GREATHOUSEGREATHOUSE,2026-02-05T04:30:52Z,i said once and I'm going to say this again the Jamaica government doesn't matter who in power it's about times the table turn on these gunmen /criminal  the security forces must get rid of these gunmen waste men who are  menace to society. bring back Jamaica where it once was where people's can go about their daily business without fear.
oKrcEUiRQuI,@Paul-z9y7n,2026-01-28T05:19:34Z,Take all your friends with you!👍
oKrcEUiRQuI,@GolgothaMordstreich,2026-01-28T05:43:23Z,Hollywood has rendered itself irrelevant.
oKrcEUiRQuI,@TLUE_Firefly,2026-02-01T03:43:18Z,They are leaving because there's no money for them here.
oKrcEUiRQuI,@deppstarrxoxo,2026-01-28T05:13:47Z,No refunds or returns
oKrcEUiRQuI,@ericmecham5112,2026-01-28T07:04:06Z,"Hollywood is self deporting? Oh, if only."
oKrcEUiRQuI,@Robert_L22,2026-01-30T18:40:01Z,"Hollywood is the World's Capital of distorted reality. Light, shadows, sound, scripts, and actors pretending to be someone other than who they are. 
Wealth and Illusion are the only world they know."
oKrcEUiRQuI,@ofeliazavala1436,2026-01-28T10:55:03Z,"THEY CAN LEAVE ""QUIETLY "" 🤫 BUT THEY DON'T,  🤔 BECAUSE THEY WANT ATTENTION  ‼️😂🤣"
oKrcEUiRQuI,@wadcpo2,2026-01-28T17:20:47Z,Hollywood elites taking about sanity is such a contadiction of reality.  Good riddence to all of them!
oKrcEUiRQuI,@SusanaLopez-l1j,2026-01-29T05:38:08Z,Cleaning up the house!!
