post_id,post_title,post_author,created_at,comment_count,source
at://did:plc:ra3yhytikcijl5dezjamvzrg/app.bsky.feed.post/3mehmmk2vg22w,Trump threatens to block opening of new bridge between Windsor and Detroit,bonhanson.bsky.social,2026-02-09T23:39:05.455Z,14,Bluesky
at://did:plc:z6rujpf4u56jfie7aqic2nfg/app.bsky.feed.post/3mehm7rlr2c2i,,carlquintanilla.bsky.social,2026-02-09T23:31:57.138Z,13,Bluesky
at://did:plc:t6ubj2wlhc34awzcymh3qpur/app.bsky.feed.post/3mehlejobfc27,"Today in Politics, Bulletin 304. 2/9/26",ronfilipkowski.bsky.social,2026-02-09T23:16:42.866Z,17,Bluesky
at://did:plc:svawqo4jxobyyuqmixplvcux/app.bsky.feed.post/3mehgnrgxms2e,Immigration Raids in South Texas Are Starting to Hit the Economy,bgrueskin.bsky.social,2026-02-09T21:52:24.294Z,13,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3mehghccicc2g,"Starmer survives Sarwar’s putsch, for now – podcast",pippacrerar.bsky.social,2026-02-09T21:48:47.091Z,16,Bluesky
at://did:plc:vv3c5pyrrdjmgngjt367nvtk/app.bsky.feed.post/3mehfwmezwc23,Trump administration live updates: Lawmakers view unredacted Epstein files at Justice Department,jilldlawrence.bsky.social,2026-02-09T21:39:27.230Z,84,Bluesky
at://did:plc:fwputkzhhk4nmxyosaqygto7/app.bsky.feed.post/3mehfntjakc2g,,unavaleable.bsky.social,2026-02-09T21:34:32.726Z,11,Bluesky
at://did:plc:66lbtw2porscqpmair6mir37/app.bsky.feed.post/3mehdlwsl622f,,ketanjoshi.co,2026-02-09T20:57:41.584Z,15,Bluesky
at://did:plc:twjze4qqf6fgxz33ct52wlnl/app.bsky.feed.post/3mehd7iskgk2m,,volts.wtf,2026-02-09T20:50:44.251Z,12,Bluesky
at://did:plc:beirch5u3d3ybvuct27mtyxd/app.bsky.feed.post/3mehbgbuils2u,,mikesacks.bsky.social,2026-02-09T20:18:44.367Z,26,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3meh7gbjnl22q,Top civil servant could become third key No 10 departure in days,pippacrerar.bsky.social,2026-02-09T19:42:56.533Z,21,Bluesky
at://did:plc:foz3f3ocfqnhra77jl33vtkc/app.bsky.feed.post/3meh3ie3oyk2k,,municipaldreams.bsky.social,2026-02-09T18:32:31.363Z,36,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3meh36tlw7k2q,Sarwar has shown his ruthless streak. But will his swipe at Starmer mean anything to voters?,pippacrerar.bsky.social,2026-02-09T18:27:12.079Z,35,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3meh2vm5fc22q,Streeting wrote off his re-election chances in WhatsApp exchanges with Mandelson,pippacrerar.bsky.social,2026-02-09T18:22:02.273Z,27,Bluesky
at://did:plc:4ap35rus77cg3lzju2v43jxn/app.bsky.feed.post/3meh26dkdhs2p,,iandunt.bsky.social,2026-02-09T18:09:01.507Z,29,Bluesky
at://did:plc:xtg6uhgsy2j7k2a6qtcood2w/app.bsky.feed.post/3megzqr4us22r,The Fine Print*,karlbode.com,2026-02-09T18:01:25.985Z,17,Bluesky
at://did:plc:2vtbmhmrwzbqcfv4we4uxzzt/app.bsky.feed.post/3megzhq5lpc2a,ICE to begin detaining immigrants inside Social Circle warehouse in April,reichlinmelnick.bsky.social,2026-02-09T17:56:22.969Z,992,Bluesky
at://did:plc:jbgxuhhtfni6mux7hp3kzuax/app.bsky.feed.post/3megzcskjrk2a,,u24.gov.ua,2026-02-09T17:53:37.717Z,13,Bluesky
at://did:plc:7wpxcp6wyndg7ecvdunigbbz/app.bsky.feed.post/3megzcjjtik23,,legaleagle.tv,2026-02-09T17:53:28.259Z,11,Bluesky
at://did:plc:ifpzbxv4tqigkw66tz4yrojt/app.bsky.feed.post/3megu4hqztc2d,,soozuk.bsky.social,2026-02-09T16:20:36.360Z,12,Bluesky
at://did:plc:ihpglfqq3dapqjmwl2ntktil/app.bsky.feed.post/3megtzsoiqc22,Trump accepts ownership of the current economy: 'I'm very proud of it',sahilkapur.bsky.social,2026-02-09T16:19:07.149Z,18,Bluesky
at://did:plc:ifsuximqaivczh4fie2opnuk/app.bsky.feed.post/3megt2i3bnk2v,The Supreme Court Lives in Fox News' America,liberalcurrents.com,2026-02-09T16:01:35.844Z,30,Bluesky
at://did:plc:34jqhszik4dae5fu6hwub75f/app.bsky.feed.post/3megsy46uo22q,"Palantir, Peter Thiel and the Epstein files",the-citizens.bsky.social,2026-02-09T16:00:16.272Z,35,Bluesky
at://did:plc:kausidrzftllpj5hfjoauhxs/app.bsky.feed.post/3megsk4xxh22b,,ericlevitz.bsky.social,2026-02-09T15:52:27.330Z,130,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3megrimels22q,Revealed: ‘Rayner for leader’ site briefly went live in January,pippacrerar.bsky.social,2026-02-09T15:33:42.625Z,38,Bluesky
at://did:plc:vq5s7pmjzrx4wqbuebz35x33/app.bsky.feed.post/3megpvgiai22a,,mskellymhayes.bsky.social,2026-02-09T15:05:05.176Z,20,Bluesky
at://did:plc:erlxz4sppc5uv7m4efmcvpsf/app.bsky.feed.post/3megpi5ggo22q,,katebevan.com,2026-02-09T14:57:39.472Z,10,Bluesky
at://did:plc:vq5s7pmjzrx4wqbuebz35x33/app.bsky.feed.post/3megpg272w22a,,mskellymhayes.bsky.social,2026-02-09T14:56:28.977Z,48,Bluesky
at://did:plc:jyb7d2ng5glrpu67aiudfmby/app.bsky.feed.post/3megpcozaz225,,jostevenslabour.bsky.social,2026-02-09T14:54:36.588Z,19,Bluesky
at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3megp5vx5z62w,Good Bunny. Bad Super Bowl. Defund ICE.,thebulwark.com,2026-02-09T14:51:55.731Z,11,Bluesky
at://did:plc:fondzonhxhlrfp777gwvfmah/app.bsky.feed.post/3megns356b22e,,peterwalker99.bsky.social,2026-02-09T14:27:25.132Z,15,Bluesky
at://did:plc:vfyoabc5oeobgnddttqjf5vm/app.bsky.feed.post/3megn4ncxws2t,ICE to begin detaining immigrants inside Social Circle warehouse in April,bluestein.bsky.social,2026-02-09T14:15:25.997Z,23,Bluesky
at://did:plc:g3jnrobuc6ihp2go7pbb2ric/app.bsky.feed.post/3megme373ns25,,avdeggar.bsky.social,2026-02-09T14:01:41.687Z,11,Bluesky
at://did:plc:jiadtdemeydpyr3utichqac7/app.bsky.feed.post/3megldp22bc2p,,redpeter99.bsky.social,2026-02-09T13:43:35.202Z,17,Bluesky
at://did:plc:tpg3qzw3niphci6ne5wdprfr/app.bsky.feed.post/3megl5ajvdc2y,,moviessilently.bsky.social,2026-02-09T13:39:58.664Z,24,Bluesky
at://did:plc:lmvtz2q6h7zgzedh766sgysw/app.bsky.feed.post/3megkvaeors2w,,benbradshaw.bsky.social,2026-02-09T13:35:30.054Z,14,Bluesky
at://did:plc:4dtlato5slfnh3jv7muraztp/app.bsky.feed.post/3megkm3cuws2r,Trump plans to keep Democratic governors out of traditionally bipartisan meeting,senseidai.bsky.social,2026-02-09T13:30:22.768Z,18,Bluesky
at://did:plc:t6ubj2wlhc34awzcymh3qpur/app.bsky.feed.post/3megjspbfrs23,,ronfilipkowski.bsky.social,2026-02-09T13:16:11.275Z,59,Bluesky
at://did:plc:672dbym5t2u4skt3nr4px53v/app.bsky.feed.post/3megjh4udwk2k,,benjanun.bsky.social,2026-02-09T13:09:42.875Z,11,Bluesky
at://did:plc:5hyjbx4hnlxe5il24ydnn4sr/app.bsky.feed.post/3megjdtpqws2i,,flyingrodent.bsky.social,2026-02-09T13:07:52.620Z,18,Bluesky
at://did:plc:xv2as7miy7ghje2htfynaqex/app.bsky.feed.post/3meghij4tpk2x,,aphclarkson.bsky.social,2026-02-09T12:34:41.807Z,14,Bluesky
at://did:plc:psl3vtmvduvmmy336lqcuhfy/app.bsky.feed.post/3meghgr3tqc2q,,peterstefanovic.bsky.social,2026-02-09T12:33:43.038Z,21,Bluesky
at://did:plc:h4oe5ydbclpkhkocdjnaaaww/app.bsky.feed.post/3meggqhyq2a2b,,viviane49.bsky.social,2026-02-09T12:21:15.209Z,54,Bluesky
at://did:plc:5hyjbx4hnlxe5il24ydnn4sr/app.bsky.feed.post/3megfyiv2gk2i,,flyingrodent.bsky.social,2026-02-09T12:07:50.937Z,23,Bluesky
at://did:plc:iriguxga3a3ngc4ezfk56knk/app.bsky.feed.post/3megerdv53s27,,jamesrball.com,2026-02-09T11:45:57.075Z,32,Bluesky
at://did:plc:xurjtu2wa2akyi64gab34ahg/app.bsky.feed.post/3megd3a6tbs22,Keir Starmer’s director of communications Tim Allan steps down,goodlawproject.org,2026-02-09T11:15:41.259Z,35,Bluesky
at://did:plc:uss4oh5o2h34vgopnoksm6wt/app.bsky.feed.post/3megb7y54os2k,Milton Keynes Central MP shocked by teen phone survey results,emily4mk.bsky.social,2026-02-09T10:42:33.097Z,17,Bluesky
at://did:plc:h4oe5ydbclpkhkocdjnaaaww/app.bsky.feed.post/3meg5k7uyyw2a,,viviane49.bsky.social,2026-02-09T09:36:41.697Z,13,Bluesky
at://did:plc:5hyjbx4hnlxe5il24ydnn4sr/app.bsky.feed.post/3meg3zt6edc2i,Morgan McSweeney: brains behind Labour’s comeback undone by poor judgment,flyingrodent.bsky.social,2026-02-09T09:09:37.865Z,23,Bluesky
at://did:plc:qxaugrh7755sxvmxndcvcsgn/app.bsky.feed.post/3mefyhyidpb26,,michelbestaat.thereforeiam.eu,2026-02-09T08:05:57.849Z,17,Bluesky
at://did:plc:c4xtyto7nrklhfkroyrsce2w/app.bsky.feed.post/3mefvu2k7q22u,,13sarahmurphy.bsky.social,2026-02-09T07:19:01.809Z,28,Bluesky
at://did:plc:psl3vtmvduvmmy336lqcuhfy/app.bsky.feed.post/3mefuxgoe622m,🚨Gorton and Denton by-election - JUST DON’T VOTE REFORM,peterstefanovic.bsky.social,2026-02-09T07:03:01.452Z,23,Bluesky
at://did:plc:gytztkbj6tdvuqwdqmmafy3l/app.bsky.feed.post/3mefuqeoxuk2o,,davidheniguk.bsky.social,2026-02-09T06:59:04.498Z,27,Bluesky
at://did:plc:s5fi6htc7xhnshxxn37dg65c/app.bsky.feed.post/3mefpc5bjfk25,,courtneymilan.com,2026-02-09T05:21:38.247Z,10,Bluesky
at://did:plc:vmhrtckqi7ghdoqhf3lgvm4y/app.bsky.feed.post/3mefohuy5gs2t,,ladyemily.nebula.tv,2026-02-09T05:06:57.134Z,46,Bluesky
at://did:plc:5gdjq6qb6oratqtdfchsqbr4/app.bsky.feed.post/3meflwhztmk25,Trump Got Bad Bunny's Message -- And He Didn't Like It,noahshachtman.bsky.social,2026-02-09T04:21:25.649Z,31,Bluesky
at://did:plc:lud64ms6zvjy7lnwgtl45jyb/app.bsky.feed.post/3mefjvz2djk2l,,leftohio.bsky.social,2026-02-09T03:45:22.453Z,22,Bluesky
at://did:plc:k2vqgq3czdvq65346u2ntazb/app.bsky.feed.post/3mefhbziezk2i,Trump Got Bad Bunny's Message -- And He Didn't Like It,nikkimcr.bsky.social,2026-02-09T02:58:24.342Z,10,Bluesky
at://did:plc:h5qaa4yre7nuklkl3hdsf7zb/app.bsky.feed.post/3mefdcqccqc26,,seren.coolcatgang.com,2026-02-09T01:47:13.291Z,27,Bluesky
at://did:plc:pmyqirafcp3jqdhrl7crpq7t/app.bsky.feed.post/3mef7kjjxq22t,,numb.comfortab.ly,2026-02-09T00:39:59.671Z,11,Bluesky
at://did:plc:pmyqirafcp3jqdhrl7crpq7t/app.bsky.feed.post/3mef74ffcns22,,numb.comfortab.ly,2026-02-09T00:32:05.562Z,53,Bluesky
at://did:plc:2d34teyc5y23q57eb6i6zmqj/app.bsky.feed.post/3mef6k5zy5p2m,,leopardfeasts.bsky.social,2026-02-09T00:21:53.751127+00:00,290,Bluesky
at://did:plc:b5m5bm4ioxim5kddtvpscezu/app.bsky.feed.post/3mef3xyva4k2u,,brentterhune.bsky.social,2026-02-08T23:35:57.007Z,37,Bluesky
at://did:plc:kxhqburzyuz4guwl6kqaowh7/app.bsky.feed.post/3mef3qjlgcs22,,grymoria.blacksky.app,2026-02-08T23:31:46.080Z,67,Bluesky
at://did:plc:flfa7b6kgjqp3bbh223tmpjk/app.bsky.feed.post/3mef2wdrgfc22,,wajali.bsky.social,2026-02-08T23:17:07.570Z,202,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3mef2h3ctok2q,,pippacrerar.bsky.social,2026-02-08T23:08:35.382Z,10,Bluesky
at://did:plc:jedxvwgw4pozverzqpqrsfla/app.bsky.feed.post/3mef2brnnck2s,Starmer in fight to reassert control over Labour party after McSweeney exit,fbpech.bsky.social,2026-02-08T23:05:37.483Z,10,Bluesky
at://did:plc:codfx2epdduamfycuyi5fjpb/app.bsky.feed.post/3meexg3y2cc22,"For some, McSweeney resignation removes obstacle to eventual downfall of Starmer",georgemonbiot.bsky.social,2026-02-08T22:14:21.301Z,12,Bluesky
at://did:plc:t6ubj2wlhc34awzcymh3qpur/app.bsky.feed.post/3meeupwgpnc23,"This Weekend in Politics, Bulletin 303. 2/8/26",ronfilipkowski.bsky.social,2026-02-08T21:26:09.804Z,21,Bluesky
at://did:plc:lzfzawdilrmsfikvr4c6ytk4/app.bsky.feed.post/3meetakhp422n,Trump accepts ownership of the current economy: 'I'm very proud of it',mcbridetd.bsky.social,2026-02-08T20:59:40.200Z,10,Bluesky
at://did:plc:2pysiybkjfyq3wtouxcgaoet/app.bsky.feed.post/3meesozvuec2x,"For some, McSweeney resignation removes obstacle to eventual downfall of Starmer",pippacrerar.bsky.social,2026-02-08T20:49:52.407Z,23,Bluesky
at://did:plc:4fdqi4anqxugpgkstmrdwew7/app.bsky.feed.post/3meesh33kuc23,Street Photography Has a Predator Problem,gregfallis.com,2026-02-08T20:45:25.213Z,10,Bluesky
at://did:plc:cnyoagvcaroalhb33wen47eg/app.bsky.feed.post/3mees3a2d4k24,,eleanor.lockhart.contact,2026-02-08T20:38:47.763Z,12,Bluesky
at://did:plc:d5cbf4dzulus4uwwdfrjldb7/app.bsky.feed.post/3meerc2hhc22v,,minicactpot.bsky.social,2026-02-08T20:24:43.035Z,10,Bluesky
at://did:plc:2xsz7kw3fpri6jzkxyaugq4f/app.bsky.feed.post/3meeqkjprms2n,,lisaloe.bsky.social,2026-02-08T20:11:33.723Z,10,Bluesky
at://did:plc:qndudpbziys5je4jp7ehhbug/app.bsky.feed.post/3meeofb3oi22k,,onefussyone.bsky.social,2026-02-08T19:32:49.432Z,71,Bluesky
at://did:plc:lb7jeizjwxjcn3bvkohqxkba/app.bsky.feed.post/3meenyfqgts2v,There may be no turning back this climate crisis,climatecasino.net,2026-02-08T19:25:38.099Z,14,Bluesky
at://did:plc:ux34natbhxube3xgdu3rhf45/app.bsky.feed.post/3meekws3gt223,,internethippo.bsky.social,2026-02-08T18:31:02.709Z,69,Bluesky
at://did:plc:q5gcp6cimv6hc4tpigkcghtn/app.bsky.feed.post/3meekshddss2k,,roberthutton.co.uk,2026-02-08T18:28:37.197Z,10,Bluesky
